_id,term,frequency,kb_id,type
67118a0ca620e436ef12ec33,485,3,,MONEY
67118a0ca620e436ef12ec34,785,3,,MONEY
67118a0ca620e436ef12ec3a,106224,3,,MONEY
67118a0ca620e436ef12ec45,106.57,3,,MONEY
67118a0ca620e436ef12ec80,636,3,,MONEY
67118a0ca620e436ef12ec9b,"#1
service",3,,MONEY
67118a0ca620e436ef12eca8,739354,3,,MONEY
67118a0ca620e436ef12ed01,109813,6,,MONEY
67118a0ca620e436ef12edc7,3000.00,6,,MONEY
67118a0ca620e436ef12edde,799132,3,,MONEY
67118a0ca620e436ef12eddf,"1,666.67",3,,MONEY
67118a0ca620e436ef12edf4,45b 5,3,,MONEY
67118a0ca620e436ef12ee00,1.01#,3,,MONEY
67118a0ca620e436ef12ee28,2106,3,,MONEY
67118a0ca620e436ef12ee45,299.35,3,,MONEY
67118a0ca620e436ef12ee4a,125.92,3,,MONEY
67118a0ca620e436ef12ee4b,2.50,618,,MONEY
67118a0ca620e436ef12ee68,850223,3,,MONEY
67118a0ca620e436ef12ee91,34977,3,,MONEY
67118a0ca620e436ef12ee9f,17.00,60,,MONEY
67118a0ca620e436ef12eec9,205.73,3,,MONEY
67118a0ca620e436ef12eef2,15,87,,MONEY
67118a0ca620e436ef12ef5a,159.50,3,,MONEY
67118a0ca620e436ef12efe7,.555	r-7423,3,,MONEY
67118a0ca620e436ef12eff9,73213,3,,MONEY
67118a0ca620e436ef12f02a,3 h0,3,,MONEY
67118a0ca620e436ef12f0a6,293.00,3,,MONEY
67118a0ca620e436ef12f0e3,250.00,144,,MONEY
67118a0ca620e436ef12f0e6,250,345,,MONEY
67118a0ca620e436ef12f10c,115835,3,,MONEY
67118a0ca620e436ef12f16d,"103,81",3,,MONEY
67118a0ca620e436ef12f174,1.56                   ,3,,MONEY
67118a0ca620e436ef12f1c6,403920,6,,MONEY
67118a0ca620e436ef12f1c9,262,3,,MONEY
67118a0ca620e436ef12f1ca,379,3,,MONEY
67118a0ca620e436ef12f1d9,275.06,3,,MONEY
67118a0ca620e436ef12f1e7,3 cents,6,,MONEY
67118a0ca620e436ef12f258,7829,3,,MONEY
67118a0ca620e436ef12f26c,107810,3,,MONEY
67118a0ca620e436ef12f2ba,137.73,3,,MONEY
67118a0ca620e436ef12f2c1,70138,3,,MONEY
67118a0ca620e436ef12f2ca,77,27,,MONEY
67118a0ca620e436ef12f2cf,739182,3,,MONEY
67118a0ca620e436ef12f30d,"154168 rs7098
 ",3,,MONEY
67118a0ca620e436ef12f342,$430 0000,3,,MONEY
67118a0ca620e436ef12f3ad,101842,3,,MONEY
67118a0ca620e436ef12f3ed,20.00,120,,MONEY
67118a0ca620e436ef12f41e,373.00                        ,3,,MONEY
67118a0ca620e436ef12f45e,094,3,,MONEY
67118a0da620e436ef12f4d3,170_23,3,,MONEY
67118a0da620e436ef12f4d4,292_97,3,,MONEY
67118a0da620e436ef12f4e9,23.24,3,,MONEY
67118a0da620e436ef12f4ea,27.94,3,,MONEY
67118a0da620e436ef12f52a,10600,3,,MONEY
67118a0da620e436ef12f555,93,6,,MONEY
67118a0da620e436ef12f58b,"2,000.00",12,,MONEY
67118a0da620e436ef12f591,94,39,,MONEY
67118a0da620e436ef12f5bc,63986,3,,MONEY
67118a0da620e436ef12f5c3,4001,3,,MONEY
67118a0da620e436ef12f5c4,4001a,3,,MONEY
67118a0da620e436ef12f5cc,2555,6,,MONEY
67118a0da620e436ef12f65d,"1,106.00",3,,MONEY
67118a0da620e436ef12f671,771-391,3,,MONEY
67118a0da620e436ef12f675,7822,6,,MONEY
67118a0da620e436ef12f6c0,6440,9,,MONEY
67118a0da620e436ef12f6c7,4319,3,,MONEY
67118a0da620e436ef12f6fd,116.96,6,,MONEY
