_id,term,frequency,kb_id,type
67118a1ba620e436ef138e79,"ya helper
furl'd",3,,LOC
67118a1ba620e436ef138f24,resurm,3,,LOC
67118a1ba620e436ef138fc6,"cheky rta 
",3,,LOC
67118a1ba620e436ef138fc8,doris nm,3,,LOC
67118a1ba620e436ef138fca,cheky,3,,LOC
67118a1ba620e436ef138fdc,"black
gd8",3,,LOC
67118a1ba620e436ef138fe3,"east
apr.large",3,,LOC
67118a1ba620e436ef139056,helper cumbd,3,,LOC
67118a1ba620e436ef139087,the western region,3,,LOC
67118a1ba620e436ef1391b6,c. bay mt,3,,LOC
67118a1ba620e436ef1391b7,"laborer
sta",3,,LOC
67118a1ba620e436ef1391ff,eastern basin,3,,LOC
67118a1ba620e436ef139215,eastern basin bridge,6,,LOC
67118a1ca620e436ef1394c4,"miscel
",3,,LOC
67118a1ca620e436ef13951d,r3603 - returned,3,,LOC
67118a1ca620e436ef13954c,middle philllp,3,,LOC
67118a1ca620e436ef1395b8,rv404,3,,LOC
